Gm7512	chr1	9450579	9451748
Gm24765	chr1	9458670	9458772
Gm18300	chr1	9499338	9501522
Rrs1	chr1	9545408	9547455
Adhfe1	chr1	9547948	9580673
2610203C22Rik	chr1	9560832	9631175
Gm6161	chr1	9574548	9575649
Vxn	chr1	9601199	9627143
Gm29520	chr1	9639255	9640582
Mybl1	chr1	9667415	9700209
Vcpip1	chr1	9718622	9748382
1700034P13Rik	chr1	9747648	9791924
Sgk3	chr1	9798107	9900845
Gm6195	chr1	9802197	9802553
Gm22607	chr1	9834498	9834602
Mcmdc2	chr1	9908638	9942085
Snhg6	chr1	9941959	9944118
Snord87	chr1	9942463	9942549
Tcf24	chr1	9960163	9967932
E330040D14Rik	chr1	9967314	9968687
Ppp1r42	chr1	9968624	10009136
Gm15818	chr1	9982387	9992366
Gm24674	chr1	10009814	10009917
Cops5	chr1	10024601	10038168
Cspp1	chr1	10037987	10136768
1700047N06Rik	chr1	10057025	10057944
Arfgef1	chr1	10137571	10232670
Gm26348	chr1	10166539	10166778
Gm37569	chr1	10197081	10198802
Cpa6	chr1	10324720	10719945
Gm38005	chr1	10449245	10451989
Gm15604	chr1	10554098	10555553
Gm25253	chr1	10555554	10555660
Gm15603	chr1	10695123	10695614
Gm37133	chr1	10782456	10784377
Gm5522	chr1	10805281	10806522
Gm28659	chr1	10868688	10869446
Gm22963	chr1	10921670	10921760
Prex2	chr1	10993465	11303681
Gm24173	chr1	11134111	11134238
Gm28686	chr1	11223566	11224174
Gm37410	chr1	11363926	11366964
A830018L16Rik	chr1	11414105	11975901
Gm38178	chr1	11416918	11419388
Gm29273	chr1	11608139	11608400
Gm38069	chr1	11704207	11706350
Gm7560	chr1	12120960	12121832
Gm22633	chr1	12374936	12375042
Mir6341	chr1	12425986	12426106
Gm2383	chr1	12565577	12566383
Gm6216	chr1	12655867	12656553
Gm17644	chr1	12667563	12673090
Gm29663	chr1	12670324	12671176
Sulf1	chr1	12692277	12861192
Slco5a1	chr1	12866549	12992650
Gm37162	chr1	13059401	13059951
Gm5250	chr1	13062025	13062345
Gm29283	chr1	13068838	13078662
Prdm14	chr1	13113457	13127163
Ncoa2	chr1	13139105	13374083
Gm38376	chr1	13177462	13179714
Gm37409	chr1	13234809	13236434
Gm27881	chr1	13262198	13262279
Gm38223	chr1	13289812	13290506
Gm37702	chr1	13297036	13298907
Gm23169	chr1	13334498	13334609
Gm38120	chr1	13343563	13348204
Gm38380	chr1	13354483	13356730
Gm29570	chr1	13376070	13388413
Gm7593	chr1	13407012	13407655
Tram1	chr1	13564698	13589910
Lactb2	chr1	13623330	13660546
Gm38319	chr1	13641483	13642748
Xkr9	chr1	13668771	13701723
Gm26273	chr1	13774334	13774464
Gm5523	chr1	13785883	13786879
Gm36947	chr1	13846871	13849119
Gm25491	chr1	13932378	13932685
Gm37400	chr1	14109215	14112819
Eya1	chr1	14168954	14310235
Gm22616	chr1	14182578	14182677
Gm37444	chr1	14255552	14255990
Gm9947	chr1	14752937	14776931
Msc	chr1	14753346	14755992
Gm37412	chr1	14788645	14792965
Smt3h2-ps4	chr1	14839869	14840156
Rpl5-ps1	chr1	14865072	14865965
Trpa1	chr1	14872648	14918862
Gm26345	chr1	15019040	15019159
Gm10566	chr1	15268802	15269797
Kcnb2	chr1	15287254	15723750
Gm38116	chr1	15364302	15365834
Gm37138	chr1	15556249	15558337
Gm25227	chr1	15685935	15686046
Gm25168	chr1	15757832	15757963
Gm6060	chr1	15760122	15760668
Gm28669	chr1	15760761	15760860
Terf1	chr1	15805646	15844052
Gm37509	chr1	15853331	15856499
Sbspon	chr1	15853862	15892722
Gm23259	chr1	15879530	15879832
Gm7634	chr1	16053335	16053887
4930444P10Rik	chr1	16065979	16093325
Rpl7	chr1	16101295	16104662
Rdh10	chr1	16105774	16133734
Gm38249	chr1	16208197	16210517
Gm28095	chr1	16228506	16244062
Stau2	chr1	16228674	16520112
Gm7568	chr1	16253592	16267921
Ube2w	chr1	16540790	16619489
Gm38342	chr1	16618560	16621539
Eloc	chr1	16641725	16657042
D030040B21Rik	chr1	16657552	16662278
Gm7654	chr1	16662980	16663662
Tmem70	chr1	16665207	16678275
Ly96	chr1	16688051	16709611
Gm29649	chr1	16758205	16758623
Gm5828	chr1	16768279	16770138
Gm28376	chr1	16898185	17091631
4921511E07Rik	chr1	16930970	16931796
Jph1	chr1	16964560	17097889
Gm28783	chr1	17124747	17128956
Gdap1	chr1	17145362	17164271
Gm28784	chr1	17168403	17173103
Gm28785	chr1	17250114	17250492
Gm5251	chr1	17394958	17395429
Rbm6-ps1	chr1	17397412	17400281
Gm6075	chr1	17429043	17429528
Gm25166	chr1	17520001	17520111
Pi15	chr1	17601901	17630939
Gm28154	chr1	17615084	17641081
Gm16070	chr1	17676027	17727646
Crispld1	chr1	17727045	17766344
Gm28153	chr1	17741915	17805417
Gm7690	chr1	17947041	17948439
Gm18775	chr1	17993010	17999622
Gm17969	chr1	17993813	17997483
Gm28756	chr1	17994462	18059056
Gm28755	chr1	18005961	18016186
Gm45784	chr1	18048100	18058269
Crisp4	chr1	18115191	18145902
Defb44-ps	chr1	18210053	18223564
Defb18	chr1	18236473	18237443
Defb41	chr1	18250980	18265138
Gm17837	chr1	18262395	18263379
Gm5252	chr1	18708428	18709336
Gm24075	chr1	18969762	18969833
Gm28343	chr1	19037266	19037377
Gm28344	chr1	19062857	19063135
Gm15825	chr1	19063300	19104840
Tfap2d	chr1	19103022	19166346
Gm10075	chr1	19153422	19153966
Tfap2b	chr1	19208914	19238576
Gm28340	chr1	19242725	19243769
Gm28341	chr1	19320226	19320697
Gm4849	chr1	19330939	19333184
Gm24633	chr1	19513855	19513919
Gm38382	chr1	19614269	19616767
Pkhd1	chr1	20057779	20618064
Gm37315	chr1	20062070	20065548
4930486I03Rik	chr1	20356452	20392300
Gm15795	chr1	20444258	20444810
Gm24162	chr1	20444811	20444912
Gm28653	chr1	20669882	20684298
Mir206	chr1	20679010	20679082
Mir133b	chr1	20682769	20682887
Il17a	chr1	20730905	20734496
Il17f	chr1	20777146	20790617
Mcm3	chr1	20802968	20820312
Gm20587	chr1	20821331	20822516
Gm28065	chr1	20836661	20839689
Gm24723	chr1	20842535	20842666
6720483E21Rik	chr1	20888650	20890473
Paqr8	chr1	20890606	20939650
Gm24171	chr1	20915410	20915540
Gm28064	chr1	20945711	20946914
Efhc1	chr1	20951626	20990841
Tram2	chr1	20996299	21079229
Gm28287	chr1	21080114	21081748
Gm2693	chr1	21178988	21187427
Tmem14a	chr1	21218575	21230167
Gm38224	chr1	21234722	21236821
Gsta3	chr1	21240589	21265661
Gm28836	chr1	21250359	21271593
Gm7094	chr1	21272403	21272906
Gm4956	chr1	21285246	21298312
Gm21909	chr1	21312517	21316320
Khdc1a	chr1	21349641	21352200
Gm16329	chr1	21354005	21355116
Gm16327	chr1	21364803	21365030
Khdc1c	chr1	21368331	21370845
Gm2709	chr1	21372670	21373764
Gm16533	chr1	21379555	21379782
Khdc1b	chr1	21383556	21386373
Gm16328	chr1	21390906	21391101
Kcnq5	chr1	21398403	21961942
Gm36949	chr1	21454691	21457017
Gm7658	chr1	21511933	21513056
Gm38243	chr1	21838948	21840514
Gm5696	chr1	22030064	22030615
Gm28239	chr1	22237849	22238295
Rims1	chr1	22286251	22805994
Gm26866	chr1	22740764	22741565
Gm7761	chr1	22984863	22987125
Gm29506	chr1	23048295	23235673
4933415F23Rik	chr1	23100473	23102253
Gm24176	chr1	23245211	23245331
Gm6420	chr1	23255685	23256407
Mir30a	chr1	23272269	23272339
Gm27028	chr1	23291537	23291935
Mir30c-2	chr1	23291701	23291784
Gm29107	chr1	23293729	23294075
Gm20954	chr1	23345956	23346599
Ogfrl1	chr1	23366424	23397772
Gm7784	chr1	23479539	23480527
Gm28822	chr1	23574587	23596664
B3gat2	chr1	23761753	23849158
Smap1	chr1	23844846	23922317
Sdhaf4	chr1	23995939	24005656
Gm26524	chr1	24005505	24005894
Fam135a	chr1	24011093	24100341
Gm37580	chr1	24100625	24103424
Gm26607	chr1	24125275	24126141
Col9a1	chr1	24177610	24252684
Col19a1	chr1	24261890	24587472
Gm26418	chr1	24548841	24548977
Tubb4b-ps2	chr1	24594087	24595423
Gm28439	chr1	24611535	24612410
Gm10222	chr1	24612407	24612700
Gm28438	chr1	24612775	24613119
Gm28437	chr1	24613189	24613971
Gm10925	chr1	24613974	24614651
Gm28661	chr1	24614885	24615565
Gm29216	chr1	24615706	24616197
Lmbrd1	chr1	24678630	24766301
Gm28594	chr1	24910461	24911659
Gm28237	chr1	24963209	24965158
Gm9443	chr1	25011941	25012756
Gm29414	chr1	25026581	25027232
Adgrb3	chr1	25067476	25829707
Gm15702	chr1	25223730	25224173
Gm20172	chr1	25276404	25277954
Gm22260	chr1	25279445	25279551
Gm37543	chr1	25284218	25285248
Gm37331	chr1	25296512	25299886
Gm37211	chr1	25314276	25317708
Gm37862	chr1	25325866	25328398
Gm38286	chr1	25345978	25349082
Gm37880	chr1	25362564	25365820
Gm25294	chr1	25451071	25451174
Gm37011	chr1	25608250	25611184
Gm29214	chr1	25614946	25615515
Gm37051	chr1	25620238	25623180
Gm38260	chr1	25672245	25676239
Gm37628	chr1	25686062	25691501
8030445P17Rik	chr1	25722038	25724778
Gm38198	chr1	25735389	25738969
Gm37077	chr1	25755343	25759033
Gm37895	chr1	25775757	25780306
Gm36952	chr1	25797281	25800905
Gm37602	chr1	25804097	25807406
2900022M07Rik	chr1	25808956	25809972
2900002M20Rik	chr1	25824390	25824719
Gm9884	chr1	25830657	25831878
Gm18443	chr1	25996604	25997159
Gm19123	chr1	26466236	26466886
Gm24064	chr1	26566833	26566938
4931408C20Rik	chr1	26681814	26687460
n-R5s209	chr1	26959103	26959221
Gm19641	chr1	27336352	27336768
Gm5524	chr1	27884046	27902396
Gm18776	chr1	27900419	27901072
Gm19028	chr1	27989910	27991782
Gm38089	chr1	28569918	28571431
Gm7846	chr1	28580499	28580772
Gm597	chr1	28776117	28780252
Gm5697	chr1	28800240	28802721
Gm6462	chr1	28938036	28938339
Gm18033	chr1	29219700	29220249
Gm25586	chr1	29280964	29281075
Gm22679	chr1	29301480	29301579
Gm23785	chr1	29361275	29361370
Mir6342	chr1	29421488	29421612
Gm5525	chr1	29484604	29485915
AC125120.1	chr1	29813154	29814438
Gm7858	chr1	29930094	29930715
Gm23771	chr1	29985934	29986043
Gm27430	chr1	30333291	30333397
Gm9898	chr1	30718560	30719962
Gm6473	chr1	30769687	30771815
Gm2914	chr1	30794548	30794875
Phf3	chr1	30802339	30873921
Gm37522	chr1	30833548	30836431
Gm37906	chr1	30865504	30868538
Ptp4a1	chr1	30940302	30949309
Ptp4a1	chr1	30940302	30949770
Gm5698	chr1	30977243	30977968
Gm9458	chr1	30986225	30986953
4931428L18Rik	chr1	30997842	31222684
Gm28644	chr1	31041919	31043675
Gm27362	chr1	31122725	31122862
Gm29128	chr1	31136026	31150105
Gm7893	chr1	31164549	31164773
Lgsn	chr1	31176401	31204725
Pih1d3	chr1	31222838	31224288
Gm26145	chr1	31259593	31259719
Gm4850	chr1	31267326	31267884
Gm28645	chr1	31274892	31275455
Gm6489	chr1	31286945	31287640
Gm10307	chr1	31559540	31561400
Gm19680	chr1	31615149	31616661
Gm23032	chr1	31656632	31656738
Gm7910	chr1	31736057	31736891
Khdrbs2	chr1	32172714	32658568
Gm25814	chr1	32213133	32213239
Gm37999	chr1	32473757	32475565
Gm37110	chr1	32485315	32486942
Gm37911	chr1	32496444	32497988
Gm9839	chr1	32519563	32520999
Gm37792	chr1	32539028	32542440
Gm5415	chr1	32543686	32547294
Gm24732	chr1	32568359	32568421
Gm37426	chr1	32710179	32712648
Gm23024	chr1	32726639	32726930
Gm37151	chr1	32967484	32972490
Gm28624	chr1	33028160	33030290
Gm37724	chr1	33065130	33066350
Gm7114	chr1	33100907	33102695
Gm4785	chr1	33108905	33109655
Gm24901	chr1	33191993	33192102
Gm37591	chr1	33212774	33215475
Gm2987	chr1	33235939	33237631
Gm25792	chr1	33293676	33293775
Gm18799	chr1	33315670	33316582
Gm7933	chr1	33371331	33373585
Gm23453	chr1	33422733	33422838
Prim2	chr1	33453810	33669795
Gm29228	chr1	33482101	33482518
Gm37618	chr1	33613758	33616832
Gm17813	chr1	33657781	33658108
1700001G17Rik	chr1	33669824	33670712
Gm38173	chr1	33671915	33674228
Rab23	chr1	33719887	33742564
Bag2	chr1	33745484	33757795
Gm37905	chr1	33748007	33748347
Zfp451	chr1	33761545	33814595
Gm15455	chr1	33836124	33838680
Bend6	chr1	33852052	33907816
Gm37067	chr1	33889490	33891117
Dst	chr1	33908225	34308661
Gm37354	chr1	33922455	33924838
Gm28631	chr1	33963352	33963685
Gm23792	chr1	33981410	33981502
Gm38157	chr1	34032100	34033797
Mir6896	chr1	34117359	34117431
Gm26788	chr1	34165856	34178446
A930005N03Rik	chr1	34269882	34271128
Gm37958	chr1	34329433	34330307
Gm37385	chr1	34350775	34351161
Gm5266	chr1	34367371	34369003
Gm3052	chr1	34415050	34417986
Gm37233	chr1	34427002	34433264
Mir5103	chr1	34433121	34433199
Ccdc115	chr1	34436670	34439672
Gm28306	chr1	34439511	34444730
Imp4	chr1	34439851	34449356
Ptpn18	chr1	34459762	34475733
Gm28417	chr1	34468834	34473148
4930568A12Rik	chr1	34477167	34485933
Prss39	chr1	34498410	34503063
Gm28416	chr1	34523716	34524007
Cfc1	chr1	34535648	34544313
Gm28419	chr1	34538086	34538560
Prss40	chr1	34543968	34560943
1700101I19Rik	chr1	34579202	34579711
Amer3	chr1	34579657	34590944
Gm28418	chr1	34607297	34607719
Gm36984	chr1	34610572	34610806
Gm29730	chr1	34610908	34612303
AA619741	chr1	34635544	34636189
Arhgef4	chr1	34678188	34813309
Gm37224	chr1	34752775	34752922
Gm37845	chr1	34753123	34753477
Arhgef4	chr1	34801794	34801964
Gm38336	chr1	34809360	34811908
Fam168b	chr1	34813219	34843065
Gm37127	chr1	34823525	34826560
Plekhb2	chr1	34849976	34879580
Gm19430	chr1	34928509	34930645
Gm37670	chr1	34969627	34969855
Gm8009	chr1	34970065	34970500
Gm38027	chr1	34985656	34985890
Gm25096	chr1	35178956	35179084
Gm37068	chr1	35625606	35651297
Gm25634	chr1	35761602	35761706
Gm28415	chr1	35806974	35810462
1110002O04Rik	chr1	35879845	35881119
Gm8022	chr1	35958919	35959822
Gm37146	chr1	35981960	35986373
Gm33222	chr1	36002985	36011044
4930535G08Rik	chr1	36011072	36011894
Gm38049	chr1	36029647	36031018
Hs6st1	chr1	36068400	36106446
Gm37335	chr1	36105384	36106446
Gm33280	chr1	36132042	36138746
Uggt1	chr1	36140027	36244720
Mir6897	chr1	36144252	36144313
Neurl3	chr1	36264597	36274679
Arid5a	chr1	36307733	36324029
4930403P22Rik	chr1	36332708	36333420
Kansl3	chr1	36335730	36369181
Mir6898	chr1	36348682	36348758
Fer1l5	chr1	36372291	36422110
Lman2l	chr1	36419871	36445271
Cnnm4	chr1	36471620	36508764
Gm37909	chr1	36473952	36476110
Gm47280	chr1	36506562	36506702
Cnnm3	chr1	36511867	36528237
Gm38033	chr1	36527534	36528237
Ankrd23	chr1	36530188	36536883
Gm42417	chr1	36530193	36539429
Ankrd39	chr1	36537507	36547445
Sema4c	chr1	36548639	36558349
D430040D24Rik	chr1	36557701	36565613
Fam178b	chr1	36562692	36683183
Gm6428	chr1	36601802	36602146
Gm24133	chr1	36663965	36664039
Cox5b	chr1	36691449	36693681
Actr1b	chr1	36698114	36714422
4933424G06Rik	chr1	36710149	36757953
Gm33533	chr1	36739048	36744792
Zap70	chr1	36761798	36782818
Gm18828	chr1	36764863	36765874
Tmem131	chr1	36792191	36943666
Gm37506	chr1	36871903	36872045
Gm38115	chr1	36913601	36916539
F830112A20Rik	chr1	36922797	36926348
Rpl12-ps1	chr1	36957930	36958427
n-R5s210	chr1	37005439	37005557
Vwa3b	chr1	37026596	37187613
Gm37020	chr1	37132273	37133264
Cnga3	chr1	37214434	37263384
1700074A21Rik	chr1	37299352	37299697
Inpp4a	chr1	37299865	37410736
4930439A04Rik	chr1	37329667	37334172
Gm37135	chr1	37330971	37331504
Coa5	chr1	37417084	37430103
Unc50	chr1	37430139	37439124
Mgat4a	chr1	37439340	37541016
4930594C11Rik	chr1	37485851	37488605
Gm43213	chr1	37487193	37488982
2010300C02Rik	chr1	37611677	37720085
4930556I23Rik	chr1	37614259	37615372
4930470B04Rik	chr1	37660722	37662647
Gm19863	chr1	37694447	37696664
Tsga10	chr1	37754776	37866429
Gm26805	chr1	37865299	37871388
Lipt1	chr1	37871738	37876228
Mitd1	chr1	37874801	37890411
Mrpl30	chr1	37890477	37898535
Lyg2	chr1	37905923	37916493
Gm15457	chr1	37933596	37954136
Lyg1	chr1	37946736	37957759
Gm23409	chr1	37973967	37974203
Txndc9	chr1	37985189	37997893
Eif5b	chr1	37998010	38055579
Rev1	chr1	38052786	38129801
Gm37062	chr1	38076295	38077305
Gm5099	chr1	38132083	38159892
Aff3	chr1	38177326	38664955
Gm16150	chr1	38235420	38246666
Gm16151	chr1	38307902	38311930
Gm16152	chr1	38384949	38393974
Gm34727	chr1	38487519	38488047
Gm38135	chr1	38722620	38723121
2610300A13Rik	chr1	38767184	38767686
Lonrf2	chr1	38793645	38836711
Chst10	chr1	38863867	38898161
Gm37707	chr1	38884754	38888072
Gm6621	chr1	38907945	38908716
Nms	chr1	38939149	38950276
Pdcl3	chr1	38985608	38997238
Gm37309	chr1	38992678	38994316
Gm37821	chr1	39048648	39057637
Gm37091	chr1	39081252	39083338
Mir6349	chr1	39186896	39186992
Npas2	chr1	39193731	39363236
Gm20428	chr1	39276283	39276565
Gm3617	chr1	39314899	39315453
Rpl31	chr1	39367842	39371911
Tbc1d8	chr1	39371492	39478755
Gm37265	chr1	39419048	39419932
Gm24826	chr1	39519533	39519747
Gm24826	chr1	39519533	39519748
Cnot11	chr1	39534992	39546889
Gm15832	chr1	39547570	39552002
Snord89	chr1	39548745	39548854
Rnf149	chr1	39551296	39577405
Gm23722	chr1	39573746	39573875
Gm5100	chr1	39597417	39598005
Creg2	chr1	39618406	39651474
D930019O06Rik	chr1	39650176	39657390
Rfx8	chr1	39665301	39720997
Gm3646	chr1	39804148	39805332
1700066B17Rik	chr1	39839175	39847334
Map4k4	chr1	39900913	40026310
4930456G14Rik	chr1	40049039	40050368
Il1r2	chr1	40074079	40125231
Gm16894	chr1	40076228	40085851
Gm37347	chr1	40088511	40091581
Il1r1	chr1	40225080	40317257
Gm38070	chr1	40238020	40244499
Il1rl2	chr1	40324610	40367562
Gm17970	chr1	40353852	40354536
Il1rl1	chr1	40429570	40465415
Il18r1	chr1	40465552	40500854
Il18rap	chr1	40515362	40551705
Gm35801	chr1	40572188	40580662
Slc9a4	chr1	40580081	40630725
Gm37435	chr1	40582895	40586841
Slc9a2	chr1	40680574	40769273
Gm37623	chr1	40691442	40697636
Gm37915	chr1	40771385	40785343
Mfsd9	chr1	40772038	40790687
Tmem182	chr1	40805601	40856887
Gm5973	chr1	40863737	40864232
4930448I06Rik	chr1	41167587	41181252
Gm28634	chr1	41526931	41529543
Gm29260	chr1	41781808	41939560
Gm5267	chr1	42103289	42104333
Gm8176	chr1	42179290	42180388
Gm9915	chr1	42229726	42231108
Gm29664	chr1	42238233	42238695
Gm28175	chr1	42261855	42304412
Gm28140	chr1	42324590	42355937
Gm37047	chr1	42491813	42495663
Pantr1	chr1	42590782	42694842
4930420N18Rik	chr1	42651726	42652401
Gm20646	chr1	42694925	42744791
Pou3f3	chr1	42695768	42703176
Pantr2	chr1	42707061	42713454
Dalir	chr1	42750712	42752881
Mrps9	chr1	42851233	42905683
Gm23126	chr1	42866685	42866818
Gpr45	chr1	42952872	43035456
Gm24001	chr1	43036845	43036929
Tgfbrap1	chr1	43047200	43098637
Gm28782	chr1	43056267	43057134
8430432A02Rik	chr1	43092588	43093835
AI597479	chr1	43098710	43115947
Fhl2	chr1	43123074	43196984
Gm8210	chr1	43189156	43189638
Gm29040	chr1	43250156	43302925
Gm29610	chr1	43270683	43271135
Gm29041	chr1	43409584	43409963
Nck2	chr1	43444579	43570515
Gm37536	chr1	43488447	43490937
Gm38228	chr1	43560273	43561565
Ecrg4	chr1	43730602	43742578
Gm29155	chr1	43741961	43743895
Gm29157	chr1	43742915	43743526
Gm29156	chr1	43745784	43746282
Uxs1	chr1	43746966	43827800
Gm16103	chr1	43785910	43787188
Gm19587	chr1	43888051	43888595
Gm8241	chr1	43898294	43899109
Gm26352	chr1	43902928	43903052
Gm24180	chr1	43918777	43918886
Tpp2	chr1	43933647	44003000
Mettl21c	chr1	44009408	44020034
Gm15838	chr1	44018470	44018649
Gm8251	chr1	44055872	44079746
Tex30	chr1	44086613	44102441
Gm29247	chr1	44091463	44110790
Poglut2	chr1	44106546	44118808
Bivm	chr1	44118957	44144770
Ercc5	chr1	44147744	44181260
Mettl21e	chr1	44204070	44218961
Gm15833	chr1	44212162	44213118
Gm5700	chr1	44330048	44331036
Gm28893	chr1	44392809	44394447
Txn-ps1	chr1	44463923	44464231
Gulp1	chr1	44551511	44796838
Gm37626	chr1	44560885	44565447
Gm16102	chr1	44644279	44644698
4930521E06Rik	chr1	44739676	44744949
Gm38110	chr1	44756942	44758492
Gm3489	chr1	44839171	44839698
Gm19480	chr1	44873486	44874152
Gm3496	chr1	44924149	44924893
Gm5268	chr1	45178067	45179006
Col3a1	chr1	45311538	45349706
Gm47302	chr1	45311673	45311813
Col5a2	chr1	45374321	45503282
Gm38211	chr1	45485836	45493052
Gm8296	chr1	45513532	45514055
Gm7063	chr1	45519774	45520754
Gm8304	chr1	45602026	45602753
Gm23216	chr1	45685456	45685562
Gm23974	chr1	45746895	45747025
Gm8307	chr1	45768337	45769486
Gm23984	chr1	45772962	45773164
Wdr75	chr1	45795166	45823619
Gm28906	chr1	45833800	45836788
Gm5526	chr1	45857332	45857754
Gm5269	chr1	45889525	45890273
Gm18303	chr1	45905623	45906798
Slc40a1	chr1	45908068	45926523
Gm9496	chr1	45971182	45976975
Rpl23a-ps1	chr1	45981548	45982012
Gm3852	chr1	46011757	46012020
Stk-ps2	chr1	46020072	46030469
Gm18849	chr1	46056310	46058986
Dnah7b	chr1	46066315	46373550
n-R5s211	chr1	46374197	46374315
Gm8326	chr1	46414502	46416932
Dnah7c	chr1	46425592	46807476
Slc39a10	chr1	46807544	46892852
Gm28151	chr1	46849529	46850479
Gm37393	chr1	46877203	46881072
Gm28527	chr1	46896583	46896879
Gm28825	chr1	47067788	47068025
Gm28826	chr1	47153461	47189071
Gm4852	chr1	47365644	47366372
Gm38090	chr1	47433824	47435765
Mir6350	chr1	47467021	47467125
Gm18117	chr1	47478868	47480198
Gm37196	chr1	47605996	47606901
Gm8337	chr1	47657693	47659630
Gm22419	chr1	47749279	47749399
Gm23829	chr1	47751299	47751568
Gm19206	chr1	47914989	47915815
Gm5974	chr1	48313866	48314851
Gm23240	chr1	48462173	48462293
Gm28830	chr1	48527639	48527851
Gm8354	chr1	48731579	48733090
Gm19124	chr1	48783663	48784593
Gm8357	chr1	48881713	48882723
Gm22693	chr1	49095444	49095885
Gm28740	chr1	49173160	49173374
Gm8367	chr1	49236252	49237244
C230029F24Rik	chr1	49244616	49340443
Gm6757	chr1	49399024	49400729
Gm3605	chr1	49498553	49498992
Gm28388	chr1	49579150	49579586
Gm8384	chr1	50056782	50058490
4933411E06Rik	chr1	50107470	50108962
Gm8391	chr1	50177566	50178291
Gm27330	chr1	50222389	50222520
Gm29665	chr1	50397552	50398079
Gm20118	chr1	50533030	50533191
Gm25843	chr1	50559762	50560075
Gm28321	chr1	50815375	50817701
Tmeff2	chr1	50900647	51187270
Gm28322	chr1	50904444	50905918
Gm25736	chr1	51015313	51015413
Gm28319	chr1	51138281	51141222
Gm28320	chr1	51148309	51150581
Gm29325	chr1	51195221	51197748
9330175M20Rik	chr1	51218386	51333779
Cavin2	chr1	51289126	51302960
Gm5253	chr1	51317528	51318552
1700072G22Rik	chr1	51457932	51458931
Nabp1	chr1	51465862	51478425
Gm17767	chr1	51507086	51596718
Gm37535	chr1	51527005	51529369
Gm28055	chr1	51696324	51746943
Myo1b	chr1	51749765	51916071
